=== 시트1: 값 변경됨 (기존 값 덮어씌워진 것, 즉시 확인 필요) ===
catalog_section,modelName,label,기존값(원본),현재값(확충후),올바른값(직접입력)
XPANEL 카탈로그,XT07CD-DN,화면 크기,7" (17.8 cm),7" Color TFT,
XPANEL 카탈로그,XT07CD-DN,해상도,800 × 480 (WVGA),800 × 480,
XPANEL 카탈로그,XT07CD-DN,색상,65,536색 (16 bit),65K Colors,
XPANEL 카탈로그,XT07CD-DN,소비전력,약 13 W,6W,
XPANEL 카탈로그,XT07CD-DN,입력 전원,DC 24V (±15%),DC 24V,
XPANEL 카탈로그,XT07CD-DE,화면 크기,7" (17.8 cm),7" Color TFT,
XPANEL 카탈로그,XT07CD-DE,해상도,800 × 480 (WVGA),800 × 480,
XPANEL 카탈로그,XT07CD-DE,색상,65,536색 (16 bit),65K Colors,
XPANEL 카탈로그,XT07CD-DE,소비전력,약 13 W,6W,
XPANEL 카탈로그,XT07CD-DE,입력 전원,AC 100-240V,DC 24V,
XPANEL 카탈로그,XT10CD-D,화면 크기,10.4" (26.4 cm),10.4" Color TFT,
XPANEL 카탈로그,XT10CD-D,해상도,800 × 600 (SVGA),800 × 600,
XPANEL 카탈로그,XT10CD-D,색상,262,144색 (18 bit),262K Colors,
XPANEL 카탈로그,XT10CD-D,소비전력,약 15 W,9W,
XPANEL 카탈로그,XT10CD-D,입력 전원,DC 24V (±15%),DC 24V,
XPANEL 카탈로그,XT10CD-A,화면 크기,10.4" (26.4 cm),10.4" Color TFT,
XPANEL 카탈로그,XT10CD-A,해상도,800 × 600 (SVGA),800 × 600,
XPANEL 카탈로그,XT10CD-A,색상,262,144색 (18 bit),262K Colors,
XPANEL 카탈로그,XT10CD-A,오디오,오디오 포트 내장,없음,
XPANEL 카탈로그,XT10CD-A,입력 전원,DC 24V (±15%),AC 100~240V,
XPANEL 카탈로그,iXT10CD-A,입력 전원,DC 24V (±15%),AC 100~240V,
XPANEL 카탈로그,iXT12CD-A,입력 전원,DC 24V (±15%),AC 100~240V,
XPANEL 카탈로그,iXT15CD-A,입력 전원,DC 24V (±15%),AC 100~240V,

=== 시트2: 신규 추가된 catalog 항목 (확충시 추가, 검증 필요) ===
catalog_section,modelName,label,현재값,올바른값(직접입력_맞으면그대로_틀리면수정_없는항목이면DELETE)
SCADA-PRO 카탈로그,CM03-10K-01/WS,통신 프로토콜,OPC DA/UA, Modbus, CIMON, PROFIBUS 등,
SCADA-PRO 카탈로그,CM03-10K-01/WS,데이터베이스,MS SQL, MySQL, Oracle 연동,
SCADA-PRO 카탈로그,CM03-10K-01/WS,스크립트,VBScript / Python,
SCADA-PRO 카탈로그,CM03-10K-01/WS,분산 시스템,멀티 서버 지원,
SCADA-PRO 카탈로그,CM03-10K-01/WS,이중화,서버 이중화 지원,
SCADA-PRO 카탈로그,CM03-10K-03/WS,지원 OS,Windows 10/11 (64bit),
SCADA-PRO 카탈로그,CM03-10K-03/WS,지원 드라이버,600종 이상 (PLC, Inverter, 계측기 등),
SCADA-PRO 카탈로그,CM03-10K-03/WS,트렌드,실시간 / 히스토리 트렌드,
SCADA-PRO 카탈로그,CM03-10K-03/WS,알람,알람 목록 / 알람 히스토리,
SCADA-PRO 카탈로그,CM03-10K-03/WS,레포트,일보 / 주보 / 월보,
SCADA-PRO 카탈로그,CM03-10K-03/WS,통신 프로토콜,OPC DA/UA, Modbus, CIMON, PROFIBUS 등,
SCADA-PRO 카탈로그,CM03-10K-03/WS,데이터베이스,MS SQL, MySQL, Oracle 연동,
SCADA-PRO 카탈로그,CM03-10K-03/WS,스크립트,VBScript / Python,
SCADA-PRO 카탈로그,CM03-10K-03/WS,분산 시스템,멀티 서버 지원,
SCADA-PRO 카탈로그,CM03-10K-03/WS,이중화,서버 이중화 지원,
SCADA-PRO 카탈로그,CM03-10K-05/WS,지원 OS,Windows 10/11 (64bit),
SCADA-PRO 카탈로그,CM03-10K-05/WS,지원 드라이버,600종 이상 (PLC, Inverter, 계측기 등),
SCADA-PRO 카탈로그,CM03-10K-05/WS,트렌드,실시간 / 히스토리 트렌드,
SCADA-PRO 카탈로그,CM03-10K-05/WS,알람,알람 목록 / 알람 히스토리,
SCADA-PRO 카탈로그,CM03-10K-05/WS,레포트,일보 / 주보 / 월보,
SCADA-PRO 카탈로그,CM03-10K-05/WS,통신 프로토콜,OPC DA/UA, Modbus, CIMON, PROFIBUS 등,
SCADA-PRO 카탈로그,CM03-10K-05/WS,데이터베이스,MS SQL, MySQL, Oracle 연동,
SCADA-PRO 카탈로그,CM03-10K-05/WS,스크립트,VBScript / Python,
SCADA-PRO 카탈로그,CM03-10K-05/WS,분산 시스템,멀티 서버 지원,
SCADA-PRO 카탈로그,CM03-10K-05/WS,이중화,서버 이중화 지원,
SCADA-PRO 카탈로그,CM03-10K-10/WS,지원 OS,Windows 10/11 (64bit),
SCADA-PRO 카탈로그,CM03-10K-10/WS,지원 드라이버,600종 이상 (PLC, Inverter, 계측기 등),
SCADA-PRO 카탈로그,CM03-10K-10/WS,트렌드,실시간 / 히스토리 트렌드,
SCADA-PRO 카탈로그,CM03-10K-10/WS,알람,알람 목록 / 알람 히스토리,
SCADA-PRO 카탈로그,CM03-10K-10/WS,레포트,일보 / 주보 / 월보,
SCADA-PRO 카탈로그,CM03-10K-10/WS,통신 프로토콜,OPC DA/UA, Modbus, CIMON, PROFIBUS 등,
SCADA-PRO 카탈로그,CM03-10K-10/WS,데이터베이스,MS SQL, MySQL, Oracle 연동,
SCADA-PRO 카탈로그,CM03-10K-10/WS,스크립트,VBScript / Python,
SCADA-PRO 카탈로그,CM03-10K-10/WS,분산 시스템,멀티 서버 지원,
SCADA-PRO 카탈로그,CM03-10K-10/WS,이중화,서버 이중화 지원,
SCADA-PRO 카탈로그,CM03-10K-15/WS,지원 OS,Windows 10/11 (64bit),
SCADA-PRO 카탈로그,CM03-10K-15/WS,지원 드라이버,600종 이상 (PLC, Inverter, 계측기 등),
SCADA-PRO 카탈로그,CM03-10K-15/WS,트렌드,실시간 / 히스토리 트렌드,
SCADA-PRO 카탈로그,CM03-10K-15/WS,알람,알람 목록 / 알람 히스토리,
SCADA-PRO 카탈로그,CM03-10K-15/WS,레포트,일보 / 주보 / 월보,
SCADA-PRO 카탈로그,CM03-10K-15/WS,통신 프로토콜,OPC DA/UA, Modbus, CIMON, PROFIBUS 등,
SCADA-PRO 카탈로그,CM03-10K-15/WS,데이터베이스,MS SQL, MySQL, Oracle 연동,
SCADA-PRO 카탈로그,CM03-10K-15/WS,스크립트,VBScript / Python,
SCADA-PRO 카탈로그,CM03-10K-15/WS,분산 시스템,멀티 서버 지원,
SCADA-PRO 카탈로그,CM03-10K-15/WS,이중화,서버 이중화 지원,
SCADA-PRO 카탈로그,CM03-10K-20/WS,지원 OS,Windows 10/11 (64bit),
SCADA-PRO 카탈로그,CM03-10K-20/WS,지원 드라이버,600종 이상 (PLC, Inverter, 계측기 등),
SCADA-PRO 카탈로그,CM03-10K-20/WS,트렌드,실시간 / 히스토리 트렌드,
SCADA-PRO 카탈로그,CM03-10K-20/WS,알람,알람 목록 / 알람 히스토리,
SCADA-PRO 카탈로그,CM03-10K-20/WS,레포트,일보 / 주보 / 월보,
SCADA-PRO 카탈로그,CM03-10K-20/WS,통신 프로토콜,OPC DA/UA, Modbus, CIMON, PROFIBUS 등,
SCADA-PRO 카탈로그,CM03-10K-20/WS,데이터베이스,MS SQL, MySQL, Oracle 연동,
SCADA-PRO 카탈로그,CM03-10K-20/WS,스크립트,VBScript / Python,
SCADA-PRO 카탈로그,CM03-10K-20/WS,분산 시스템,멀티 서버 지원,
SCADA-PRO 카탈로그,CM03-10K-20/WS,이중화,서버 이중화 지원,
SCADA-PRO 카탈로그,CM03-10K-25/WS,지원 OS,Windows 10/11 (64bit),
SCADA-PRO 카탈로그,CM03-10K-25/WS,지원 드라이버,600종 이상 (PLC, Inverter, 계측기 등),
SCADA-PRO 카탈로그,CM03-10K-25/WS,트렌드,실시간 / 히스토리 트렌드,
SCADA-PRO 카탈로그,CM03-10K-25/WS,알람,알람 목록 / 알람 히스토리,
SCADA-PRO 카탈로그,CM03-10K-25/WS,레포트,일보 / 주보 / 월보,
SCADA-PRO 카탈로그,CM03-10K-25/WS,통신 프로토콜,OPC DA/UA, Modbus, CIMON, PROFIBUS 등,
SCADA-PRO 카탈로그,CM03-10K-25/WS,데이터베이스,MS SQL, MySQL, Oracle 연동,
SCADA-PRO 카탈로그,CM03-10K-25/WS,스크립트,VBScript / Python,
SCADA-PRO 카탈로그,CM03-10K-25/WS,분산 시스템,멀티 서버 지원,
SCADA-PRO 카탈로그,CM03-10K-25/WS,이중화,서버 이중화 지원,
SCADA-PRO 카탈로그,CM03-10K-30/WS,지원 OS,Windows 10/11 (64bit),
SCADA-PRO 카탈로그,CM03-10K-30/WS,지원 드라이버,600종 이상 (PLC, Inverter, 계측기 등),
SCADA-PRO 카탈로그,CM03-10K-30/WS,트렌드,실시간 / 히스토리 트렌드,
SCADA-PRO 카탈로그,CM03-10K-30/WS,알람,알람 목록 / 알람 히스토리,
SCADA-PRO 카탈로그,CM03-10K-30/WS,레포트,일보 / 주보 / 월보,
SCADA-PRO 카탈로그,CM03-10K-30/WS,통신 프로토콜,OPC DA/UA, Modbus, CIMON, PROFIBUS 등,
SCADA-PRO 카탈로그,CM03-10K-30/WS,데이터베이스,MS SQL, MySQL, Oracle 연동,
SCADA-PRO 카탈로그,CM03-10K-30/WS,스크립트,VBScript / Python,
SCADA-PRO 카탈로그,CM03-10K-30/WS,분산 시스템,멀티 서버 지원,
SCADA-PRO 카탈로그,CM03-10K-30/WS,이중화,서버 이중화 지원,
XPANEL 카탈로그,XT07CD-DN,백라이트 수명,50,000시간,
XPANEL 카탈로그,XT07CD-DN,메모리,128MB DDR2 SDRAM,
XPANEL 카탈로그,XT07CD-DN,저장장치,128MB SLC NAND Flash,
XPANEL 카탈로그,XT07CD-DN,이더넷,없음,
XPANEL 카탈로그,XT07CD-DN,시리얼 (COM1),RS232C,
XPANEL 카탈로그,XT07CD-DN,시리얼 (COM2),RS422/485,
XPANEL 카탈로그,XT07CD-DN,시리얼 (COM3),없음,
XPANEL 카탈로그,XT07CD-DN,USB Host,1포트,
XPANEL 카탈로그,XT07CD-DN,Tool Port,1포트,
XPANEL 카탈로그,XT07CD-DN,SD Card,없음,
XPANEL 카탈로그,XT07CD-DN,외형 치수 (mm),185 × 127 × 54,
XPANEL 카탈로그,XT07CD-DN,패널 컷 (mm),177 × 119,
XPANEL 카탈로그,XT07CD-DN,재질,PLASTIC,
XPANEL 카탈로그,XT07CD-DN,인증,FCC, UL, CE, KC,
XPANEL 카탈로그,XT07CD-DN,오디오,없음,
XPANEL 카탈로그,XT07CD-DE,백라이트 수명,50,000시간,
XPANEL 카탈로그,XT07CD-DE,메모리,128MB DDR2 SDRAM,
XPANEL 카탈로그,XT07CD-DE,저장장치,128MB SLC NAND Flash,
XPANEL 카탈로그,XT07CD-DE,이더넷,없음,
XPANEL 카탈로그,XT07CD-DE,시리얼 (COM1),RS232C,
XPANEL 카탈로그,XT07CD-DE,시리얼 (COM2),RS422/485,
XPANEL 카탈로그,XT07CD-DE,시리얼 (COM3),없음,
XPANEL 카탈로그,XT07CD-DE,USB Host,1포트,
XPANEL 카탈로그,XT07CD-DE,Tool Port,1포트,
XPANEL 카탈로그,XT07CD-DE,SD Card,없음,
XPANEL 카탈로그,XT07CD-DE,외형 치수 (mm),185 × 127 × 54,
XPANEL 카탈로그,XT07CD-DE,패널 컷 (mm),177 × 119,
XPANEL 카탈로그,XT07CD-DE,재질,PLASTIC,
XPANEL 카탈로그,XT07CD-DE,인증,FCC, UL, CE, KC,
XPANEL 카탈로그,XT07CD-DE,오디오,1포트 (오디오 포트 내장),
XPANEL 카탈로그,XT10CD-D,백라이트 수명,50,000시간,
XPANEL 카탈로그,XT10CD-D,메모리,512MB DDR2 SDRAM,
XPANEL 카탈로그,XT10CD-D,저장장치,128MB SLC NAND Flash,
XPANEL 카탈로그,XT10CD-D,이더넷,10/100 BaseT,
XPANEL 카탈로그,XT10CD-D,시리얼 (COM1),RS422/485,
XPANEL 카탈로그,XT10CD-D,시리얼 (COM2),RS232C,
XPANEL 카탈로그,XT10CD-D,시리얼 (COM3),RS232C,
XPANEL 카탈로그,XT10CD-D,USB Host,1포트,
XPANEL 카탈로그,XT10CD-D,Tool Port,1포트,
XPANEL 카탈로그,XT10CD-D,SD Card,1슬롯,
XPANEL 카탈로그,XT10CD-D,외형 치수 (mm),280 × 220 × 47,
XPANEL 카탈로그,XT10CD-D,패널 컷 (mm),267 × 207,
XPANEL 카탈로그,XT10CD-D,재질,PLASTIC,
XPANEL 카탈로그,XT10CD-D,오디오,없음,
XPANEL 카탈로그,XT10CD-D,인증,FCC, UL, CE, KC,
XPANEL 카탈로그,XT10CD-A,백라이트 수명,50,000시간,
XPANEL 카탈로그,XT10CD-A,메모리,512MB DDR2 SDRAM,
XPANEL 카탈로그,XT10CD-A,저장장치,128MB SLC NAND Flash,
XPANEL 카탈로그,XT10CD-A,이더넷,10/100 BaseT,
XPANEL 카탈로그,XT10CD-A,시리얼 (COM1),RS422/485,
XPANEL 카탈로그,XT10CD-A,시리얼 (COM2),RS232C,
XPANEL 카탈로그,XT10CD-A,시리얼 (COM3),RS232C,
XPANEL 카탈로그,XT10CD-A,USB Host,1포트,
XPANEL 카탈로그,XT10CD-A,Tool Port,1포트,
XPANEL 카탈로그,XT10CD-A,SD Card,1슬롯,
XPANEL 카탈로그,XT10CD-A,소비전력,9W,
XPANEL 카탈로그,XT10CD-A,외형 치수 (mm),280 × 220 × 47,
XPANEL 카탈로그,XT10CD-A,패널 컷 (mm),267 × 207,
XPANEL 카탈로그,XT10CD-A,재질,PLASTIC,
XPANEL 카탈로그,XT10CD-A,인증,FCC, UL, CE, KC, KR,
